Price,Close,High,Low,Open,Volume
Ticker,KLBN3.SA,KLBN3.SA,KLBN3.SA,KLBN3.SA,KLBN3.SA
Date,,,,,
2020-05-14,3.2954697608947754,3.544050629893837,3.1818333350400994,3.366492759885704,796400
2020-05-15,3.1250157356262207,3.302572906014575,3.0610942751134758,3.210242611165654,478610
2020-05-18,2.9332528114318848,3.238651948712313,2.890639376844392,3.19603851412482,835010
2020-05-19,2.9332528114318848,3.0255829131204597,2.9119457216072604,2.9474576000701136,445610
2020-05-20,2.890639066696167,3.0042755009551034,2.8551271920435246,2.9474572838256354,284900
2020-05-21,2.8054113388061523,2.9332525630714232,2.7627969764996516,2.8764343446565377,624690
2020-05-22,2.812514066696167,2.9048434295329892,2.7841046737743533,2.8196158095639032,349250
2020-05-25,2.798309087753296,2.8906391832585325,2.7698995123794243,2.8409225194869707,936760
2020-05-26,2.7912070751190186,2.862230094296323,2.762797494917181,2.8409230022776737,440440
2020-05-27,2.890639066696167,2.897740622058852,2.791206488224277,2.840922404929384,430870
2020-05-28,2.855128049850464,2.9545604719308396,2.8409232584685746,2.8906399351724494,383460
2020-05-29,2.876434803009033,2.897741149362991,2.7912069961423156,2.840922921894267,308990
2020-06-01,2.9119458198547363,2.968764790059255,2.7983093695692602,2.8622298961380213,449680
2020-06-02,2.890639066696167,2.9403549834012743,2.8622294924678857,2.926150196287134,561000
2020-06-03,2.848025321960449,2.9119460396187393,2.826718229808893,2.8906396925290205,731830
2020-06-04,2.8693320751190186,2.897740718970298,2.8409224999406133,2.8480248006025017,403700
2020-06-05,2.8054113388061523,2.897740687615384,2.769899463350113,2.855127256635999,1054460
2020-06-08,2.8409230709075928,2.8409230709075928,2.741490469126396,2.8054119329919924,711260
2020-06-09,2.8409230709075928,2.8693326517957383,2.8125142350812973,2.833820582552825,393690
2020-06-10,2.833820104598999,2.8622296806955685,2.805411459829586,2.840922591755857,413930
2020-06-12,2.784104585647583,2.8267180217523573,2.6633649023835284,2.8054116762308614,535260
2020-06-15,2.784104585647583,2.869332389184359,2.698876782110807,2.784104585647583,846230
2020-06-16,2.7770018577575684,2.833820078092086,2.769899556932575,2.8267177772670924,330880
2020-06-17,2.812514066696167,2.8551276904152587,2.7770021858448115,2.7770021858448115,267520
2020-06-18,2.9119458198547363,2.9119458198547363,2.7770020927603007,2.8125139724213057,585200
2020-06-19,2.9687650203704834,2.9900713675051227,2.8977412555385826,2.919048347735061,703230
2020-06-22,2.982969045639038,3.0184809278182114,2.9048435381474156,2.982969045639038,281380
2020-06-23,2.9119458198547363,2.9758663464234973,2.84802510702053,2.9119458198547363,203280
2020-06-24,2.9758665561676025,2.982969044359666,2.890639678110174,2.911946025093614,487080
2020-06-25,2.982969045639038,3.0184809278182114,2.9261508164672865,2.982969045639038,336160
2020-06-26,3.0326855182647705,3.082401255968027,2.968764805106579,2.975866361506816,322850
2020-06-29,2.9119458198547363,3.0539918483751944,2.76279730364281,3.0539918483751944,464310
2020-06-30,2.961662530899048,2.9971736660050508,2.9190481629384264,2.940355440051461,315810
2020-07-01,3.0326855182647705,3.0468903074542593,2.919048136076092,2.9545600159170906,234520
2020-07-02,3.004275321960449,3.0895031082403293,2.9758657494248095,3.032684894496089,305140
2020-07-03,3.039787530899048,3.039787530899048,2.9687645230271404,3.004275654432237,203280
2020-07-06,3.004275321960449,3.0539912357034837,2.961661894484029,3.046889680763909,498300
2020-07-07,2.9758665561676025,3.0255832284502135,2.9474579072575566,2.990071346286271,246070
2020-07-08,3.0539920330047607,3.0681968229810046,2.9829690144508243,2.9829690144508243,513810
2020-07-09,3.011378288269043,3.0610940236718247,2.98296871120465,3.053991722538445,220550
2020-07-10,2.9687650203704834,3.011378645967061,2.954560230151011,3.011378645967061,270050
2020-07-13,2.8977410793304443,2.990071185682502,2.890639522847114,2.968764839843476,323180
2020-07-14,2.982969045639038,2.982969045639038,2.862230099100425,2.9119460263425254,260260
2020-07-15,3.0184803009033203,3.0539914306452745,2.9403549959031747,2.9829684260996876,450670
2020-07-16,2.982969045639038,3.0610943668652024,2.982969045639038,3.0184809278182114,181940
2020-07-17,3.0326855182647705,3.053991863854496,2.982968849234283,2.982968849234283,251680
2020-07-20,3.0824007987976074,3.1037080725543467,3.0042754943026333,3.0326850684680062,410850
2020-07-21,3.061094284057617,3.1108109550166345,3.0113785444258667,3.0895038635386136,369710
2020-07-22,3.0824007987976074,3.160526289558,3.0539914108976527,3.08950328547166,439340
2020-07-23,3.0966062545776367,3.13211739175843,3.061094372335008,3.0895039526352943,274890
2020-07-24,3.1250157356262207,3.160526871679167,3.0752990648124694,3.089503854511463,392370
2020-07-27,3.1108107566833496,3.153424378126151,3.096605967848494,3.146322076841444,137720
2020-07-28,3.1037089824676514,3.1392199361253,3.0539923062355365,3.1392199361253,186230
2020-07-29,3.075299024581909,3.1037086036082466,3.053991933444881,3.1037086036082466,210760
2020-07-30,3.0824007987976074,3.1250151600456673,2.990070707219947,3.0752984983889733,219780
2020-07-31,2.982969045639038,3.1108110391691364,2.982969045639038,3.0824014589196147,270710
2020-08-03,3.039787530899048,3.089503450143954,2.9971733536450467,3.039787530899048,236280
2020-08-04,3.0539920330047607,3.0752991248363983,2.933253087728525,3.0752991248363983,246840
2020-08-05,3.2883682250976562,3.323880105375652,3.046890344948279,3.053991901435905,922350
2020-08-06,3.3593921661376953,3.394903303261741,3.2386522882489897,3.2883684017659367,528770
2020-08-07,3.345187187194824,3.409107904525031,3.309675305036015,3.3167776069615935,329450
2020-08-10,3.373596429824829,3.4020060134893324,3.3167780075577453,3.3664941270414435,222860
2020-08-11,3.480130195617676,3.5014374694671124,3.345186487266557,3.3735953164938484,392810
2020-08-12,3.5369489192962646,3.551153521461121,3.4304147755907124,3.5014377864149955,462000
2020-08-13,3.622176170349121,3.6860968737038697,3.487232463266873,3.536948565876122,642290
2020-08-14,3.6860973834991455,3.7571203970492815,3.6079720685939964,3.657688550609978,475090
2020-08-17,3.742915630340576,3.7642221588205382,3.5937673232650074,3.6505857259604624,455180
2020-08-18,3.9559850692749023,3.977292345126227,3.742916036070394,3.742916036070394,965910
2020-08-19,4.119338512420654,4.26138453956244,3.9559852086767138,3.9559852086767138,1068210
2020-08-20,4.012803077697754,4.22587208964042,4.005700777299665,4.161951386057621,854260
2020-08-21,4.027008056640625,4.0483153323665375,3.8849620353403505,4.012803454510598,415690
2020-08-24,3.977292776107788,4.0909292335996925,3.9772927761077885,4.0909292335996925,369930
2020-08-25,3.9204726219177246,4.041212468262715,3.884961494071088,3.977291767583294,303930
2020-08-26,3.9417803287506104,4.005701036469089,3.856552718459305,3.88496192188974,352220
2020-08-27,3.9133713245391846,3.9772927866584133,3.877860187593767,3.9417809046511656,161590
2020-08-28,3.9275755882263184,3.9488824900461124,3.849449909022893,3.913370614482275,231110
2020-08-31,3.8352458477020264,3.9843949264981804,3.8068370138073346,3.9417807443288937,262460
2020-09-01,3.963087797164917,3.9772923995730034,3.821041773084052,3.8636552077774327,305800
2020-09-02,3.8636550903320312,3.977292278673317,3.806836682426822,3.9630876766970147,415690
2020-09-03,3.7997348308563232,3.9275762637636245,3.7571206473563112,3.8423482692945123,419650
2020-09-04,3.8352458477020264,3.842348149308424,3.721609394530561,3.842348149308424,269830
2020-09-08,3.707404136657715,3.835245555844292,3.693199534525873,3.835245555844292,355630
2020-09-09,3.7358133792877197,3.7784268093406475,3.6647903749814423,3.7429156797183474,290510
2020-09-10,3.7571210861206055,3.7997352745971895,3.636381940941323,3.7003026648597666,398530
2020-09-11,3.6576881408691406,3.7287111464631515,3.629278566100692,3.7003015716947023,223410
2020-09-14,3.6718931198120117,3.7216092288434206,3.600869361848232,3.6292789395399203,294470
2020-09-15,3.813939332962036,3.821042007132014,3.6576886969023596,3.6789952292886867,252780
2020-09-16,3.750018358230591,3.899166667494542,3.7003015100809296,3.8636547927580005,306460
2020-09-17,3.7997348308563232,3.7997348308563232,3.6576887942926555,3.750019090589951,292380
2020-09-18,3.7926323413848877,3.920473395436248,3.75001890505503,3.821041919822948,347930
2020-09-21,3.629279851913452,3.813940104411761,3.600870267079809,3.813940104411761,411730
2020-09-22,3.6008694171905518,3.7074043107118055,3.5866655594536145,3.686097406513732,255530
2020-09-23,3.5866661071777344,3.6292795495505414,3.4943358023553235,3.615074944582624,356510
2020-09-24,3.558256149291992,3.6860975805151566,3.5298465698226047,3.5866657287613797,307450
2020-09-25,3.728712558746338,3.728712558746338,3.5653592114777295,3.5724618872581773,308330
2020-09-28,3.5866661071777344,3.757120994261801,3.5795638046937754,3.757120994261801,337150
2020-09-29,3.5937681198120117,3.7287118561235566,3.586665817900878,3.586665817900878,287870
2020-09-30,3.5866661071777344,3.650586829533364,3.5227446397602127,3.607972642098665,499730
2020-10-01,3.643484592437744,3.6932003381867413,3.536949680735471,3.5866661715463732,556050
2020-10-02,3.529846429824829,3.6363813241497422,3.522744128371894,3.6363813241497422,444180
2020-10-05,3.5937681198120117,3.607972351103364,3.5369493319920244,3.5369493319920244,250470
2020-10-06,3.544051170349121,3.6292787821351453,3.5227438948717475,3.565358073295627,402490
2020-10-07,3.5795633792877197,3.67189330060642,3.5369491969174183,3.5369491969174183,401830
2020-10-08,3.6647894382476807,3.686095961562699,3.579561854864634,3.593766452095142,268950
2020-10-09,3.5653584003448486,3.6647909957469986,3.5582560987111878,3.6647909957469986,488070
2020-10-13,3.678995132446289,3.686097433898411,3.572460983195352,3.5795632846474743,409860
2020-10-14,3.678995132446289,3.7287116151420343,3.6221767208293136,3.678995132446289,290620
2020-10-15,3.678995132446289,3.707404338254777,3.586665586099596,3.657688600620815,548460
2020-10-16,3.7642221450805664,3.842347448501647,3.6647903132572948,3.6789945413484775,586080
2020-10-19,3.643484592437744,3.849450995638012,3.6363819172953704,3.764223364300955,497750
2020-10-20,3.707404136657715,3.707404136657715,3.643483799595298,3.643483799595298,305030
2020-10-21,3.643484592437744,3.6932003381867413,3.6221773120725276,3.6932003381867413,340780
2020-10-22,3.6718931198120117,3.693199651151732,3.6221766382497194,3.6434839146512066,196020
2020-10-23,3.6647894382476807,3.686095961562699,3.6079706767949067,3.6647894382476807,346060
2020-10-26,3.629279851913452,3.7500197492617384,3.5937687090660964,3.7500197492617384,462330
2020-10-27,3.5795633792877197,3.67189330060642,3.57246107764782,3.629279118236118,282370
2020-10-28,3.3806984424591064,3.56535867150959,3.274164282382601,3.56535867150959,974490
2020-10-29,3.4304144382476807,3.458822894721994,3.3522887614928867,3.394902563796864,395340
2020-10-30,3.4162094593048096,3.5085397366750537,3.3735952845404014,3.4091071589325472,364210
2020-11-03,3.437516927719116,3.4943349613856385,3.3878000772346972,3.416209652864243,504460
2020-11-04,3.4588232040405273,3.5227439132128473,3.3949028673990758,3.4375170460448254,256300
2020-11-05,3.4659264087677,3.508540593944368,3.3593922496842734,3.4730287108753237,608520
2020-11-06,3.402005672454834,3.5085405760569723,3.380698393709667,3.4659263910975624,511060
2020-11-09,3.373596429824829,3.4588240632254545,3.2670622606050084,3.4446194576586837,804430
2020-11-10,3.316777467727661,3.4020054597877616,3.3096751661002277,3.3735958807471276,558030
2020-11-11,3.3025729656219482,3.3664936822265723,3.274164130773028,3.338084847377652,445280
2020-11-12,3.3664932250976562,3.3664932250976562,3.252856783539687,3.3096748180532405,475750
2020-11-13,3.4730279445648193,3.480130245105347,3.3451865348353196,3.366493063926059,608300
2020-11-16,3.4446184635162354,3.5440510463176125,3.4091073323790457,3.494334941182351,425480
2020-11-17,3.3593921661376953,3.501438204757545,3.352289491675786,3.4801309264336506,719510
2020-11-18,3.402005672454834,3.4091079745262483,3.352289557954934,3.3593922325572727,313830
2020-11-19,3.316777467727661,3.4020054597877616,3.316777467727661,3.3949031581603286,318450
2020-11-23,3.3664932250976562,3.394902801150726,3.3096748180532405,3.387800127739312,367180
2020-11-24,3.3593921661376953,3.394903303261741,3.3238802839518162,3.366493723006854,266530
2020-11-25,3.3309826850891113,3.373596125413301,3.288368499703066,3.359392266190118,583330
2020-11-26,3.437516927719116,3.465925758286949,3.3238797427935025,3.330982043568175,598950
2020-11-27,3.572460889816284,3.607972023617791,3.444618721957919,3.444618721957919,781990
2020-11-30,3.6008694171905518,3.6363812967182287,3.536949077127222,3.6008694171905518,507980
2020-12-01,3.678995132446289,3.7145070122377906,3.6008694439420563,3.6221767208293136,499840
2020-12-02,3.5653584003448486,3.721609408816284,3.5653584003448486,3.7003021313844005,445390
2020-12-03,3.4659264087677,3.6434843339892153,3.4588237341291506,3.5866659171282267,966570
2020-12-04,3.4872324466705322,3.5440508493821223,3.4517205724449544,3.5156420205571606,414700
2020-12-07,3.4446184635162354,3.5369487455840036,3.423311933846263,3.5085399151804224,488950
2020-12-08,3.4446184635162354,3.501437614446814,3.4091073323790457,3.458823064983453,382690
2020-12-09,3.4091084003448486,3.48723373288874,3.3806988159797355,3.4446195426065556,439230
2020-12-10,3.423312187194824,3.4730282960094185,3.387800308367804,3.4517210197008534,402930
2020-12-11,3.4446184635162354,3.458823064983453,3.366493155446539,3.423311933846263,322960
2020-12-14,3.4446184635162354,3.458823064983453,3.402005031645437,3.4446184635162354,234300
2020-12-15,3.508539915084839,3.529846072223376,3.4304146070172705,3.444618463422393,316690
2020-12-16,3.5653584003448486,3.5866656777767316,3.494335384008242,3.529846519645644,476630
2020-12-17,3.5653584003448486,3.607972210146812,3.5440514954438664,3.5653584003448486,261360
2020-12-18,3.6718931198120117,3.8352456769557577,3.565358227928109,3.565358227928109,1109350
2020-12-21,3.615074872970581,3.643484454874589,3.5582564542244426,3.5653587565677096,269280
2020-12-22,3.707404136657715,3.728711412386349,3.58666539106793,3.6505861006612186,377410
2020-12-23,3.629279851913452,3.7216101644280952,3.615075245762119,3.693200579594452,267630
2020-12-28,3.615074872970581,3.6576890595611236,3.6079725706273136,3.6292794776571156,182600
2020-12-29,3.7003021240234375,3.7074044256429697,3.6221768062085844,3.6221768062085844,188760
2020-12-30,3.8281443119049072,3.856553145953567,3.7003021372350777,3.7003021372350777,352330
2021-01-04,3.785529136657715,3.899166305702755,3.7500180102778202,3.8636544342612518,274780
2021-01-05,3.785529136657715,3.828143307881357,3.7074034665233735,3.785529136657715,244420
2021-01-06,3.8352458477020264,3.8707577282649153,3.721609394530561,3.750018973487052,335720
2021-01-07,3.998598575592041,4.119338057870391,3.8494498910201593,3.870757165271153,695200
2021-01-08,4.197463512420654,4.225872343186662,3.998598716811728,3.998598716811728,501270
2021-01-11,4.282691478729248,4.474453227730771,4.154849319312613,4.197463496628444,395230
2021-01-12,4.446044445037842,4.467350975129337,4.21877081706604,4.282691524933109,303930
2021-01-13,4.353714466094971,4.545476214188748,4.303997615686132,4.446044376025349,405240
2021-01-14,4.360816478729248,4.474452910912166,4.33240690501998,4.382122634551414,230890
2021-01-15,4.509965896606445,4.545477034302029,4.332407972942991,4.360817553655119,349580
2021-01-18,4.431839942932129,4.559680989009698,4.382123090633774,4.488657978671677,466840
2021-01-19,4.4105329513549805,4.580988559675093,4.382123372859216,4.502863243271701,300080
2021-01-20,4.453146934509277,4.5596810796020755,4.417635056103842,4.488658067852959,226380
2021-01-21,4.261384010314941,4.566783303271251,4.204565606514854,4.41053232029017,836550
2021-01-22,4.190361022949219,4.311099758994468,4.161951448400473,4.240076753949708,213070
2021-01-26,4.218770980834961,4.311100150720918,4.154849525424795,4.24007713922268,166760
2021-01-27,4.161951065063477,4.29689550728113,4.069621167009346,4.275588235199368,261910
2021-01-28,4.318202972412109,4.438942468628451,4.048315519468158,4.21166882404407,471680
2021-01-29,4.275589942932129,4.318203759054613,4.225873451591608,4.2968972235243275,594000
2021-02-01,4.396327972412109,4.396327972412109,4.232974679552685,4.282691530801363,411400
2021-02-02,4.38922643661499,4.438942923998895,4.2755896026653275,4.396328738736845,266750
2021-02-03,4.325304985046387,4.417634896994811,4.325304985046387,4.382123019868399,164890
2021-02-04,4.325304985046387,4.389225693318373,4.289793852981703,4.389225693318373,124740
2021-02-05,4.318202972412109,4.346612177985157,4.268486862659277,4.325305273805371,110880
2021-02-08,4.289793968200684,4.382123137567237,4.254282090120463,4.318202800109287,172590
2021-02-09,4.318202972412109,4.353714851909308,4.2471799584794905,4.289794139369951,179630
2021-02-10,4.325304985046387,4.410532596075702,4.289793852981703,4.339509586884606,266750
2021-02-11,4.339510917663574,4.438943533554541,4.2968974716117,4.32530631146929,176660
2021-02-12,4.353714466094971,4.403430198911242,4.311099916450008,4.367919067622721,145970
2021-02-17,4.42473840713501,4.4531476161834505,4.247180478051317,4.353715384513906,185460
2021-02-18,4.40342903137207,4.616497997794546,4.325303743683829,4.375020208379831,364320
2021-02-19,4.580988883972168,4.6520119039122,4.346612545639143,4.4460451460861075,279070
2021-02-22,4.715933322906494,4.79405865645427,4.3750227765161975,4.573887261910537,618310
2021-02-23,4.637805938720703,4.893489107992317,4.531271812609513,4.751443109802982,514800
2021-02-24,4.680421352386475,4.786955506760319,4.467351553515146,4.687523654180125,317900
2021-02-25,4.538374423980713,4.77275037555531,4.509965590260144,4.68042120029984,363220
2021-02-26,4.446044445037842,4.616499293485831,4.389225665514029,4.616499293485831,504790
2021-03-01,4.4105329513549805,4.652011574587267,4.303998056455825,4.517067846254136,651090
2021-03-02,4.311100006103516,4.517067477600904,4.247179670430208,4.446044468485159,834020
2021-03-03,4.318202972412109,4.453147071414974,4.275589164052538,4.325305273805371,474430
2021-03-04,4.2968974113464355,4.488659219748777,4.254283220830282,4.318203947808053,411840
2021-03-05,4.4176344871521,4.509964763065517,4.275588481948119,4.318202283509313,405130
2021-03-08,4.275589942932129,4.474454418170388,4.147748122033721,4.42473867189178,610500
2021-03-09,4.38212251663208,4.4744527905083,4.275588387610518,4.289793360348323,413820
2021-03-10,4.247180461883545,4.446045296996548,4.169054764766798,4.382123831819017,558470
2021-03-11,4.161951065063477,4.332406634001911,4.048314639989201,4.268485935349051,899800
2021-03-12,4.14774751663208,4.2258728347868635,4.105134079260373,4.176157095764722,490600
2021-03-15,4.048315525054932,4.17615695031007,4.0199059469117895,4.140645815825643,545820
2021-03-16,4.240078449249268,4.240078449249268,4.034112024799287,4.04831663148763,626780
2021-03-17,4.218770980834961,4.303997849571094,4.161951826574619,4.282691691183374,557040
2021-03-18,4.1051344871521,4.2613851389869435,4.083827207552773,4.2613851389869435,447920
2021-03-19,4.048315525054932,4.169054276376118,4.0199059469117895,4.112236237682501,621060
2021-03-22,4.062521457672119,4.161953337331787,3.9559865292225243,4.048316850216308,746790
2021-03-23,4.119338512420654,4.133543115134833,4.005701318176339,4.0270082222476065,380490
2021-03-24,4.154849529266357,4.218770984735625,4.0767242165460615,4.0767242165460615,490270
2021-03-25,4.1051344871521,4.147747928757936,4.048316068303066,4.147747928757936,376200
2021-03-26,4.183259010314941,4.183259010314941,4.069621821892563,4.1122360003827465,508420
2021-03-29,4.190361022949219,4.211668296993489,4.126440318408935,4.1832587224447435,473990
2021-03-30,4.133543014526367,4.204566026368593,4.105133809789477,4.190361424000148,418330
2021-03-31,4.055417537689209,4.154849377721092,4.02700796156899,4.154849377721092,1014860
2021-04-01,4.062521457672119,4.133544494951176,3.9986003515899577,4.048316850216308,461560
2021-04-05,4.083826065063477,4.126440239809469,4.005700761002354,4.126440239809469,433070
2021-04-06,4.126440525054932,4.147747055104516,4.055417516453446,4.083826347363179,325930
2021-04-07,4.133543014526367,4.176156821631703,4.090928834890153,4.126440713342144,325600
2021-04-08,4.190361022949219,4.247179426985026,4.1335426189134115,4.1335426189134115,493460
2021-04-09,4.247180461883545,4.34661269317458,4.18325974176788,4.190362044002954,538120
2021-04-12,4.38212251663208,4.417634389680362,4.247179187196549,4.247179187196549,452760
